"opportunity_id","opportunity_name","category","opportunity_code","tracking_questions"
"Opportunity#00000000108FJWZQ0TZA02JZDR","Tulip Application Development Internship","Internship","IYD9BLK","[{""code"": ""QP551CC"", ""ans_type"": ""boolean"", ""question"": ""Submitted week 1 Deliverables? "", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3KTL5R"", ""ans_type"": ""boolean"", ""question"": ""Submitted week 2 Deliverables? "", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QCHW5WU"", ""ans_type"": ""boolean"", ""question"": ""Submitted week 3 Deliverables? "", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QC45P8M"", ""ans_type"": ""boolean"", ""question"": ""Submitted week 4 Deliverables? "", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QYHE671"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video? "", ""is_frozen"": ""false"", ""serial_number"": ""5"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QWP1S2J"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#000000001097790GZQ7BSZGT4W","University Admissions Training","Course","URSNFSH","[{""code"": ""Q4NRFN8"", ""ans_type"": ""boolean"", ""question"": ""Submitted all deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QZZX2PA"", ""ans_type"": ""boolean"", ""question"": ""Submitted reflection video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QPF4948"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000109QG2236S0KXRDSK3","Raise the Awareness: Health Campaigns Through Media","Course","ULNC3Z3","[{""code"": ""QGLM94V"", ""ans_type"": ""boolean"", ""question"": ""Deliverables Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJ6VG3F"", ""ans_type"": ""boolean"", ""question"": ""Feedback and Reflection Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWA5C0O"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#000000000GTXSMAY2R1FXJXE79","Data Visualization Test","Internship","I875190",NULL
"Opportunity#000000000GV12KQKY5Q4G9XQ3K","Developing Your Career Toolkit","Course","U266434",NULL
"Opportunity#000000000GV62VN1R5Z01T9572","Biology Building Blocks: Cancer and Pathogens  In-person","Event","E207779",NULL
"Opportunity#0000000010A5TYD2181GD2J679","Xperience Design Hackathon","Competition","M02JESA","[{""code"": ""Q4D3CCF"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMUDOPW"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QCS03PA"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWLIXRU"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010ADNKG196DM37B482","Operations Intern","Career","A7SZRN9","[{""code"": ""QM29VAQ"", ""ans_type"": ""boolean"", ""question"": ""Has the intern performed well during their tenure as an Operations Intern?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q631VGT"", ""ans_type"": ""boolean"", ""question"": ""Have they completed their tasks on time?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q85N5EW"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010AGM454GNDQEFWYZ1","Esports and Game Development","Internship","IJNDOS6","[{""code"": ""QBNZQHS"", ""ans_type"": ""boolean"", ""question"": ""Orientation Attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q5CU4QP"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q057ANJ"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QZGXYRS"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q0ZX61G"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QOILJEM"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q4F9XML"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000108Y17ZT1010B6779Z","Lens Masters: A Photography Contest","Competition","M0MGWT0","[{""code"": ""QLYST3F"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQZ7H7N"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QU3NZ8C"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#0000000010AK5FVKTQ0WGBPG4Q","Intelligent Logistics Challenge","Competition","MRZ69UI","[{""code"": ""QID3E3R"", ""ans_type"": ""boolean"", ""question"": ""Submitted assignment ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1U2A57"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q5ZB7AW"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010AQBQRE1W8XBYDPG6","Green Technology Solutions Workshop","Event","EZI9BVU","[{""code"": ""Q630EBF"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QG9ODD5"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QA9DCAE"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010TMT6PYJX1YVSSH2Y","Talent Management Associate","Career","ATGVKWF","[{""code"": ""QL11OXX"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate performed well during his tenure at Excelerate?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QPAVNE6"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010B1W69XW7PPEYNRS3","Habits for Success: Path to Proficiency","Masterclass","SJ8OSEY","[{""code"": ""QVRBOQP"", ""ans_type"": ""boolean"", ""question"": ""Attended Sessions"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q20VX6E"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QVVL9TP"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Deliverables "", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8AE2BN"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010ANNE7X7T1SS2JJPK","Prompt Engineering Research and Integration Internship","Internship","IMQ3K34","[{""code"": ""QRY0PIC"", ""ans_type"": ""boolean"", ""question"": ""Submitted all 4 week deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QR0U3TS"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJPEQW6"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010B9HGBP06PXM2RX3X","Design Thinking for Global Traffic Solutions","Course","UVE4DQR","[{""code"": ""QW01761"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q940JNY"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QSA11KC"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010BDV2YMK8R1RN7KWA","Accountant","Career","AJENF5Z","[{""code"": ""QKGSLWG"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate performed consistently in their tenure at Excelerate?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QJMDM0O"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010C3V8P25D2G5358P9","Robotics Process Automation (RPA) for Efficiency","Event","EGO0KLG","[{""code"": ""QFQ8S8S"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QHL7SDF"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QHRPKAY"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010C7NG91CHGENBNS5F","Project Management Associate","Career","A6TOE6B","[{""code"": ""Q7K7J0C"", ""ans_type"": ""boolean"", ""question"": ""Did they perform the tasks well?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QXBRE1J"", ""ans_type"": ""boolean"", ""question"": ""Were they collaborative during their tenure at Excelerate?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QRPJUED"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010CQ6MDVXHXHJAQAWA","Quantum Computing Fundamentals","Masterclass","SU0R8IO","[{""code"": ""Q9XOUOS"", ""ans_type"": ""boolean"", ""question"": ""Have submitted Reflection and Feedback?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QVIY77C"", ""ans_type"": ""boolean"", ""question"": ""Have Submitted All Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QLRXW1A"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010RPFTVN3Q9C1VS540","Emotional AI","Course","UEE1OM9","[{""code"": ""QRDVYV5"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q0EOORX"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q0X29YN"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010CYK7P0G3SG79YQGK","Youth Culture Insight challenge","Competition","MJNOKUA","[{""code"": ""QPRU976"", ""ans_type"": ""boolean"", ""question"": ""Phase 1 presentation submitted"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWCMQZX"", ""ans_type"": ""boolean"", ""question"": ""Phase 2 discussion participated"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QX80PX2"", ""ans_type"": ""boolean"", ""question"": ""Reflection and Feedback Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QAGV3NS"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010FPZTH8PJK1V0G5EJ","Digital Marketing Manager","Career","AM5Z54O","[{""code"": ""QZN05M2"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate performed consistently in their performance?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QDUYVDT"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010D21A6E1FFK6EZC7V","Data Visualization","Internship","IV2L8ZA","[{""code"": ""Q8FRR2V"", ""ans_type"": ""boolean"", ""question"": ""Orientation attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QST50RP"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q6IALF5"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8JR3CV"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8RYWEE"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QKR0SL8"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQMTDNJ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010DDZKZSFX4RGTNHWR","AI Forensic Challenge","Competition","MCXMCES","[{""code"": ""QHPFQ8S"", ""ans_type"": ""boolean"", ""question"": ""Day 1 Deliverables Submitted"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QGN6IXE"", ""ans_type"": ""boolean"", ""question"": ""Day 2 Deliverables Submitted"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q2KIBFI"", ""ans_type"": ""boolean"", ""question"": ""Day 3 Deliverables Submitted"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q26QATH"", ""ans_type"": ""boolean"", ""question"": ""Final Deliverables Submitted"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJCJPU4"", ""ans_type"": ""boolean"", ""question"": ""Feedback and Reflection Submitted"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q79SO1W"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010TN38JVB0MYP5TTWW","Climate Data Exploration","Competition","MQP4CUM","[{""code"": ""Q3U070Q"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QPOHP2H"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q0D0PJ1"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010DN4HDJ9CATZD75WC","Navigating Urban Skies: Drone Solutions for Traffic Optimization","Event","ES4H9HH","[{""code"": ""QV73MF0"", ""ans_type"": ""boolean"", ""question"": ""Attended Session 1"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QHUKG4B"", ""ans_type"": ""boolean"", ""question"": ""Session 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QDUP1UM"", ""ans_type"": ""boolean"", ""question"": ""Attended Session 2"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QR5L2PE"", ""ans_type"": ""boolean"", ""question"": ""Final Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QKUWWE6"", ""ans_type"": ""boolean"", ""question"": ""Feedback Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QSX8IKX"", ""ans_type"": ""boolean"", ""question"": ""Reflective Video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1F6NW7"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010FGRJ0R0Q5A8006F2","Intelligent Logistics Masterclass","Masterclass","S7WQ1QB","[{""code"": ""QDSG5CZ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 1 Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QYU0TF7"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 2 Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QUQWQW7"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 3 Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOJ3F8N"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 4 Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QSFV0VJ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video?"", ""is_frozen"": ""false"", ""serial_number"": ""5"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q60J94P"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010FM369Z61B4WD1F4H","The Creator27s Journey: Turning Content into Revenue","Course","U385O67","[{""code"": ""QKZ36JO"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QZQFYJ9"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QUOIRD6"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010FNVFWBGKN8XVATZQ","Project Management","Internship","IL3KUQH","[{""code"": ""Q6F0I78"", ""ans_type"": ""boolean"", ""question"": ""Orientation Attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QCFLZNG"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QTXPO35"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOTPVAD"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QNUYKU5"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q03MCM3"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QG8K4S1"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010E5BC31XKZK44K880","Work 2030: Adapting to Tomorrow27s Workplace","Event","EBOGN8J","[{""code"": ""QGLKKJ2"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QC2OW1I"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback an Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3R5W3Y"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010GJ8R10FT5FETZ366","CodeMaster Solo Showdown Challenge","Competition","MUVGQVS","[{""code"": ""QQDYQR4"", ""ans_type"": ""boolean"", ""question"": ""Submitted Assingment"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMYTWUW"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QXHKJ93"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010GJQS740HZ7V3T439","Zero waste Design Challenge","Competition","M7IZTW3","[{""code"": ""QU7122G"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QBLRNTS"", ""ans_type"": ""boolean"", ""question"": ""Submitted feedback and reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QY00DDI"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010GQRJHT3G4SBKGBY1","Freelance Mastery workshop","Event","E2IXKVS","[{""code"": ""QOQHU6F"", ""ans_type"": ""boolean"", ""question"": ""Attended Workshop"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QLISO1A"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1EEZDA"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q7V9I9L"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QYLWON8"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
